model,base_model,cluster_family,n_outliers,n_loose_related_in_outliers,n_loose_related_in_universe,precision_outliers_vs_loose,recall_loose_in_universe_captured,loose_related_outliers,loose_related_in_universe_not_in_outliers
llama32_3b_instruct_q8_0,meta-llama/Llama-3.2-3B-Instruct,Meta-Llama-3.2,30,30,66,1.0,0.454545,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404 | acon96/Home-Llama-3.2-3B | inference-net/Schematron-3B | llama32_3b_instruct_bf16 | llama32_3b_instruct_f16 | llama32_3b_instruct_iq2_m | llama32_3b_instruct_iq3_xxs | llama32_3b_instruct_iq4_nl | llama32_3b_instruct_iq4_xs | llama32_3b_instruct_q2_k | llama32_3b_instruct_q2_k_l | llama32_3b_instruct_q2_k_xl | llama32_3b_instruct_q3_k_m | llama32_3b_instruct_q3_k_s | llama32_3b_instruct_q3_k_xl | llama32_3b_instruct_q4_0 | llama32_3b_instruct_q4_1 | llama32_3b_instruct_q4_k_m | llama32_3b_instruct_q4_k_s | llama32_3b_instruct_q4_k_xl | llama32_3b_instruct_q5_k_m | llama32_3b_instruct_q5_k_s | llama32_3b_instruct_q5_k_xl | llama32_3b_instruct_q6_k | llama32_3b_instruct_q6_k_xl | llama32_3b_instruct_q8_k_xl | meta-llama/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct-bnb-4bit | unsloth/Llama-3.2-3B-Instruct-unsloth-bnb-4bit,beruniy/Llama-3.2-3B-Instruct-Uz | bxod/Llama-3.2-1B-Instruct-uz | llama32_1b_instruct_bf16 | llama32_1b_instruct_f16 | llama32_1b_instruct_iq1_m | llama32_1b_instruct_iq1_s | llama32_1b_instruct_iq2_m | llama32_1b_instruct_iq2_xxs | llama32_1b_instruct_iq3_xxs | llama32_1b_instruct_iq4_nl | llama32_1b_instruct_iq4_xs | llama32_1b_instruct_q2_k | llama32_1b_instruct_q2_k_l | llama32_1b_instruct_q2_k_xl | llama32_1b_instruct_q3_k_m | llama32_1b_instruct_q3_k_s | llama32_1b_instruct_q3_k_xl | llama32_1b_instruct_q4_0 | llama32_1b_instruct_q4_1 | llama32_1b_instruct_q4_k_m | llama32_1b_instruct_q4_k_s | llama32_1b_instruct_q4_k_xl | llama32_1b_instruct_q5_k_m | llama32_1b_instruct_q5_k_s | llama32_1b_instruct_q5_k_xl | llama32_1b_instruct_q6_k | llama32_1b_instruct_q6_k_xl | llama32_1b_instruct_q8_0 | llama32_1b_instruct_q8_k_xl | llama32_3b_instruct_iq1_m | llama32_3b_instruct_iq1_s | llama32_3b_instruct_iq2_xxs | meta-llama/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct-bnb-4bit | unsloth/Llama-3.2-1B-Instruct-unsloth-bnb-4bit
llama32_3b_instruct_iq1_m,meta-llama/Llama-3.2-3B-Instruct,Meta-Llama-3.2,0,0,66,,0.0,,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404 | acon96/Home-Llama-3.2-3B | beruniy/Llama-3.2-3B-Instruct-Uz | bxod/Llama-3.2-1B-Instruct-uz | inference-net/Schematron-3B | llama32_1b_instruct_bf16 | llama32_1b_instruct_f16 | llama32_1b_instruct_iq1_m | llama32_1b_instruct_iq1_s | llama32_1b_instruct_iq2_m | llama32_1b_instruct_iq2_xxs | llama32_1b_instruct_iq3_xxs | llama32_1b_instruct_iq4_nl | llama32_1b_instruct_iq4_xs | llama32_1b_instruct_q2_k | llama32_1b_instruct_q2_k_l | llama32_1b_instruct_q2_k_xl | llama32_1b_instruct_q3_k_m | llama32_1b_instruct_q3_k_s | llama32_1b_instruct_q3_k_xl | llama32_1b_instruct_q4_0 | llama32_1b_instruct_q4_1 | llama32_1b_instruct_q4_k_m | llama32_1b_instruct_q4_k_s | llama32_1b_instruct_q4_k_xl | llama32_1b_instruct_q5_k_m | llama32_1b_instruct_q5_k_s | llama32_1b_instruct_q5_k_xl | llama32_1b_instruct_q6_k | llama32_1b_instruct_q6_k_xl | llama32_1b_instruct_q8_0 | llama32_1b_instruct_q8_k_xl | llama32_3b_instruct_bf16 | llama32_3b_instruct_f16 | llama32_3b_instruct_iq1_s | llama32_3b_instruct_iq2_m | llama32_3b_instruct_iq2_xxs | llama32_3b_instruct_iq3_xxs | llama32_3b_instruct_iq4_nl | llama32_3b_instruct_iq4_xs | llama32_3b_instruct_q2_k | llama32_3b_instruct_q2_k_l | llama32_3b_instruct_q2_k_xl | llama32_3b_instruct_q3_k_m | llama32_3b_instruct_q3_k_s | llama32_3b_instruct_q3_k_xl | llama32_3b_instruct_q4_0 | llama32_3b_instruct_q4_1 | llama32_3b_instruct_q4_k_m | llama32_3b_instruct_q4_k_s | llama32_3b_instruct_q4_k_xl | llama32_3b_instruct_q5_k_m | llama32_3b_instruct_q5_k_s | llama32_3b_instruct_q5_k_xl | llama32_3b_instruct_q6_k | llama32_3b_instruct_q6_k_xl | llama32_3b_instruct_q8_0 | llama32_3b_instruct_q8_k_xl | meta-llama/Llama-3.2-1B-Instruct | meta-llama/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct-bnb-4bit | unsloth/Llama-3.2-1B-Instruct-unsloth-bnb-4bit | unsloth/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct-bnb-4bit | unsloth/Llama-3.2-3B-Instruct-unsloth-bnb-4bit
llama32_3b_instruct_iq1_s,meta-llama/Llama-3.2-3B-Instruct,Meta-Llama-3.2,33,33,66,1.0,0.5,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404 | acon96/Home-Llama-3.2-3B | inference-net/Schematron-3B | llama32_3b_instruct_bf16 | llama32_3b_instruct_f16 | llama32_3b_instruct_iq1_m | llama32_3b_instruct_iq2_m | llama32_3b_instruct_iq2_xxs | llama32_3b_instruct_iq3_xxs | llama32_3b_instruct_iq4_nl | llama32_3b_instruct_iq4_xs | llama32_3b_instruct_q2_k | llama32_3b_instruct_q2_k_l | llama32_3b_instruct_q2_k_xl | llama32_3b_instruct_q3_k_m | llama32_3b_instruct_q3_k_s | llama32_3b_instruct_q3_k_xl | llama32_3b_instruct_q4_0 | llama32_3b_instruct_q4_1 | llama32_3b_instruct_q4_k_m | llama32_3b_instruct_q4_k_s | llama32_3b_instruct_q4_k_xl | llama32_3b_instruct_q5_k_m | llama32_3b_instruct_q5_k_s | llama32_3b_instruct_q5_k_xl | llama32_3b_instruct_q6_k | llama32_3b_instruct_q6_k_xl | llama32_3b_instruct_q8_0 | llama32_3b_instruct_q8_k_xl | meta-llama/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct-bnb-4bit | unsloth/Llama-3.2-3B-Instruct-unsloth-bnb-4bit,beruniy/Llama-3.2-3B-Instruct-Uz | bxod/Llama-3.2-1B-Instruct-uz | llama32_1b_instruct_bf16 | llama32_1b_instruct_f16 | llama32_1b_instruct_iq1_m | llama32_1b_instruct_iq1_s | llama32_1b_instruct_iq2_m | llama32_1b_instruct_iq2_xxs | llama32_1b_instruct_iq3_xxs | llama32_1b_instruct_iq4_nl | llama32_1b_instruct_iq4_xs | llama32_1b_instruct_q2_k | llama32_1b_instruct_q2_k_l | llama32_1b_instruct_q2_k_xl | llama32_1b_instruct_q3_k_m | llama32_1b_instruct_q3_k_s | llama32_1b_instruct_q3_k_xl | llama32_1b_instruct_q4_0 | llama32_1b_instruct_q4_1 | llama32_1b_instruct_q4_k_m | llama32_1b_instruct_q4_k_s | llama32_1b_instruct_q4_k_xl | llama32_1b_instruct_q5_k_m | llama32_1b_instruct_q5_k_s | llama32_1b_instruct_q5_k_xl | llama32_1b_instruct_q6_k | llama32_1b_instruct_q6_k_xl | llama32_1b_instruct_q8_0 | llama32_1b_instruct_q8_k_xl | meta-llama/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct-bnb-4bit | unsloth/Llama-3.2-1B-Instruct-unsloth-bnb-4bit
llama32_3b_instruct_iq2_m,meta-llama/Llama-3.2-3B-Instruct,Meta-Llama-3.2,28,28,66,1.0,0.424242,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404 | acon96/Home-Llama-3.2-3B | inference-net/Schematron-3B | llama32_3b_instruct_bf16 | llama32_3b_instruct_f16 | llama32_3b_instruct_iq3_xxs | llama32_3b_instruct_iq4_nl | llama32_3b_instruct_iq4_xs | llama32_3b_instruct_q2_k_xl | llama32_3b_instruct_q3_k_m | llama32_3b_instruct_q3_k_s | llama32_3b_instruct_q3_k_xl | llama32_3b_instruct_q4_0 | llama32_3b_instruct_q4_1 | llama32_3b_instruct_q4_k_m | llama32_3b_instruct_q4_k_s | llama32_3b_instruct_q4_k_xl | llama32_3b_instruct_q5_k_m | llama32_3b_instruct_q5_k_s | llama32_3b_instruct_q5_k_xl | llama32_3b_instruct_q6_k | llama32_3b_instruct_q6_k_xl | llama32_3b_instruct_q8_0 | llama32_3b_instruct_q8_k_xl | meta-llama/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct-bnb-4bit | unsloth/Llama-3.2-3B-Instruct-unsloth-bnb-4bit,beruniy/Llama-3.2-3B-Instruct-Uz | bxod/Llama-3.2-1B-Instruct-uz | llama32_1b_instruct_bf16 | llama32_1b_instruct_f16 | llama32_1b_instruct_iq1_m | llama32_1b_instruct_iq1_s | llama32_1b_instruct_iq2_m | llama32_1b_instruct_iq2_xxs | llama32_1b_instruct_iq3_xxs | llama32_1b_instruct_iq4_nl | llama32_1b_instruct_iq4_xs | llama32_1b_instruct_q2_k | llama32_1b_instruct_q2_k_l | llama32_1b_instruct_q2_k_xl | llama32_1b_instruct_q3_k_m | llama32_1b_instruct_q3_k_s | llama32_1b_instruct_q3_k_xl | llama32_1b_instruct_q4_0 | llama32_1b_instruct_q4_1 | llama32_1b_instruct_q4_k_m | llama32_1b_instruct_q4_k_s | llama32_1b_instruct_q4_k_xl | llama32_1b_instruct_q5_k_m | llama32_1b_instruct_q5_k_s | llama32_1b_instruct_q5_k_xl | llama32_1b_instruct_q6_k | llama32_1b_instruct_q6_k_xl | llama32_1b_instruct_q8_0 | llama32_1b_instruct_q8_k_xl | llama32_3b_instruct_iq1_m | llama32_3b_instruct_iq1_s | llama32_3b_instruct_iq2_xxs | llama32_3b_instruct_q2_k | llama32_3b_instruct_q2_k_l | meta-llama/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct-bnb-4bit | unsloth/Llama-3.2-1B-Instruct-unsloth-bnb-4bit
llama32_3b_instruct_iq2_xxs,meta-llama/Llama-3.2-3B-Instruct,Meta-Llama-3.2,31,31,66,1.0,0.469697,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404 | acon96/Home-Llama-3.2-3B | inference-net/Schematron-3B | llama32_3b_instruct_bf16 | llama32_3b_instruct_f16 | llama32_3b_instruct_iq2_m | llama32_3b_instruct_iq3_xxs | llama32_3b_instruct_iq4_nl | llama32_3b_instruct_iq4_xs | llama32_3b_instruct_q2_k | llama32_3b_instruct_q2_k_l | llama32_3b_instruct_q2_k_xl | llama32_3b_instruct_q3_k_m | llama32_3b_instruct_q3_k_s | llama32_3b_instruct_q3_k_xl | llama32_3b_instruct_q4_0 | llama32_3b_instruct_q4_1 | llama32_3b_instruct_q4_k_m | llama32_3b_instruct_q4_k_s | llama32_3b_instruct_q4_k_xl | llama32_3b_instruct_q5_k_m | llama32_3b_instruct_q5_k_s | llama32_3b_instruct_q5_k_xl | llama32_3b_instruct_q6_k | llama32_3b_instruct_q6_k_xl | llama32_3b_instruct_q8_0 | llama32_3b_instruct_q8_k_xl | meta-llama/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct-bnb-4bit | unsloth/Llama-3.2-3B-Instruct-unsloth-bnb-4bit,beruniy/Llama-3.2-3B-Instruct-Uz | bxod/Llama-3.2-1B-Instruct-uz | llama32_1b_instruct_bf16 | llama32_1b_instruct_f16 | llama32_1b_instruct_iq1_m | llama32_1b_instruct_iq1_s | llama32_1b_instruct_iq2_m | llama32_1b_instruct_iq2_xxs | llama32_1b_instruct_iq3_xxs | llama32_1b_instruct_iq4_nl | llama32_1b_instruct_iq4_xs | llama32_1b_instruct_q2_k | llama32_1b_instruct_q2_k_l | llama32_1b_instruct_q2_k_xl | llama32_1b_instruct_q3_k_m | llama32_1b_instruct_q3_k_s | llama32_1b_instruct_q3_k_xl | llama32_1b_instruct_q4_0 | llama32_1b_instruct_q4_1 | llama32_1b_instruct_q4_k_m | llama32_1b_instruct_q4_k_s | llama32_1b_instruct_q4_k_xl | llama32_1b_instruct_q5_k_m | llama32_1b_instruct_q5_k_s | llama32_1b_instruct_q5_k_xl | llama32_1b_instruct_q6_k | llama32_1b_instruct_q6_k_xl | llama32_1b_instruct_q8_0 | llama32_1b_instruct_q8_k_xl | llama32_3b_instruct_iq1_m | llama32_3b_instruct_iq1_s | meta-llama/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct-bnb-4bit | unsloth/Llama-3.2-1B-Instruct-unsloth-bnb-4bit
llama32_3b_instruct_iq3_xxs,meta-llama/Llama-3.2-3B-Instruct,Meta-Llama-3.2,26,26,66,1.0,0.393939,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404 | inference-net/Schematron-3B | llama32_3b_instruct_bf16 | llama32_3b_instruct_f16 | llama32_3b_instruct_iq2_m | llama32_3b_instruct_iq4_nl | llama32_3b_instruct_iq4_xs | llama32_3b_instruct_q2_k_xl | llama32_3b_instruct_q3_k_m | llama32_3b_instruct_q3_k_xl | llama32_3b_instruct_q4_0 | llama32_3b_instruct_q4_1 | llama32_3b_instruct_q4_k_m | llama32_3b_instruct_q4_k_s | llama32_3b_instruct_q4_k_xl | llama32_3b_instruct_q5_k_m | llama32_3b_instruct_q5_k_s | llama32_3b_instruct_q5_k_xl | llama32_3b_instruct_q6_k | llama32_3b_instruct_q6_k_xl | llama32_3b_instruct_q8_0 | llama32_3b_instruct_q8_k_xl | meta-llama/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct-bnb-4bit | unsloth/Llama-3.2-3B-Instruct-unsloth-bnb-4bit,acon96/Home-Llama-3.2-3B | beruniy/Llama-3.2-3B-Instruct-Uz | bxod/Llama-3.2-1B-Instruct-uz | llama32_1b_instruct_bf16 | llama32_1b_instruct_f16 | llama32_1b_instruct_iq1_m | llama32_1b_instruct_iq1_s | llama32_1b_instruct_iq2_m | llama32_1b_instruct_iq2_xxs | llama32_1b_instruct_iq3_xxs | llama32_1b_instruct_iq4_nl | llama32_1b_instruct_iq4_xs | llama32_1b_instruct_q2_k | llama32_1b_instruct_q2_k_l | llama32_1b_instruct_q2_k_xl | llama32_1b_instruct_q3_k_m | llama32_1b_instruct_q3_k_s | llama32_1b_instruct_q3_k_xl | llama32_1b_instruct_q4_0 | llama32_1b_instruct_q4_1 | llama32_1b_instruct_q4_k_m | llama32_1b_instruct_q4_k_s | llama32_1b_instruct_q4_k_xl | llama32_1b_instruct_q5_k_m | llama32_1b_instruct_q5_k_s | llama32_1b_instruct_q5_k_xl | llama32_1b_instruct_q6_k | llama32_1b_instruct_q6_k_xl | llama32_1b_instruct_q8_0 | llama32_1b_instruct_q8_k_xl | llama32_3b_instruct_iq1_m | llama32_3b_instruct_iq1_s | llama32_3b_instruct_iq2_xxs | llama32_3b_instruct_q2_k | llama32_3b_instruct_q2_k_l | llama32_3b_instruct_q3_k_s | meta-llama/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct-bnb-4bit | unsloth/Llama-3.2-1B-Instruct-unsloth-bnb-4bit
llama32_3b_instruct_q2_k_xl,meta-llama/Llama-3.2-3B-Instruct,Meta-Llama-3.2,30,30,66,1.0,0.454545,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404 | acon96/Home-Llama-3.2-3B | inference-net/Schematron-3B | llama32_3b_instruct_bf16 | llama32_3b_instruct_f16 | llama32_3b_instruct_iq2_m | llama32_3b_instruct_iq3_xxs | llama32_3b_instruct_iq4_nl | llama32_3b_instruct_iq4_xs | llama32_3b_instruct_q2_k | llama32_3b_instruct_q2_k_l | llama32_3b_instruct_q3_k_m | llama32_3b_instruct_q3_k_s | llama32_3b_instruct_q3_k_xl | llama32_3b_instruct_q4_0 | llama32_3b_instruct_q4_1 | llama32_3b_instruct_q4_k_m | llama32_3b_instruct_q4_k_s | llama32_3b_instruct_q4_k_xl | llama32_3b_instruct_q5_k_m | llama32_3b_instruct_q5_k_s | llama32_3b_instruct_q5_k_xl | llama32_3b_instruct_q6_k | llama32_3b_instruct_q6_k_xl | llama32_3b_instruct_q8_0 | llama32_3b_instruct_q8_k_xl | meta-llama/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct-bnb-4bit | unsloth/Llama-3.2-3B-Instruct-unsloth-bnb-4bit,beruniy/Llama-3.2-3B-Instruct-Uz | bxod/Llama-3.2-1B-Instruct-uz | llama32_1b_instruct_bf16 | llama32_1b_instruct_f16 | llama32_1b_instruct_iq1_m | llama32_1b_instruct_iq1_s | llama32_1b_instruct_iq2_m | llama32_1b_instruct_iq2_xxs | llama32_1b_instruct_iq3_xxs | llama32_1b_instruct_iq4_nl | llama32_1b_instruct_iq4_xs | llama32_1b_instruct_q2_k | llama32_1b_instruct_q2_k_l | llama32_1b_instruct_q2_k_xl | llama32_1b_instruct_q3_k_m | llama32_1b_instruct_q3_k_s | llama32_1b_instruct_q3_k_xl | llama32_1b_instruct_q4_0 | llama32_1b_instruct_q4_1 | llama32_1b_instruct_q4_k_m | llama32_1b_instruct_q4_k_s | llama32_1b_instruct_q4_k_xl | llama32_1b_instruct_q5_k_m | llama32_1b_instruct_q5_k_s | llama32_1b_instruct_q5_k_xl | llama32_1b_instruct_q6_k | llama32_1b_instruct_q6_k_xl | llama32_1b_instruct_q8_0 | llama32_1b_instruct_q8_k_xl | llama32_3b_instruct_iq1_m | llama32_3b_instruct_iq1_s | llama32_3b_instruct_iq2_xxs | meta-llama/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct-bnb-4bit | unsloth/Llama-3.2-1B-Instruct-unsloth-bnb-4bit
llama32_3b_instruct_q3_k_xl,meta-llama/Llama-3.2-3B-Instruct,Meta-Llama-3.2,31,31,66,1.0,0.469697,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404 | acon96/Home-Llama-3.2-3B | inference-net/Schematron-3B | llama32_3b_instruct_bf16 | llama32_3b_instruct_f16 | llama32_3b_instruct_iq2_m | llama32_3b_instruct_iq2_xxs | llama32_3b_instruct_iq3_xxs | llama32_3b_instruct_iq4_nl | llama32_3b_instruct_iq4_xs | llama32_3b_instruct_q2_k | llama32_3b_instruct_q2_k_l | llama32_3b_instruct_q2_k_xl | llama32_3b_instruct_q3_k_m | llama32_3b_instruct_q3_k_s | llama32_3b_instruct_q4_0 | llama32_3b_instruct_q4_1 | llama32_3b_instruct_q4_k_m | llama32_3b_instruct_q4_k_s | llama32_3b_instruct_q4_k_xl | llama32_3b_instruct_q5_k_m | llama32_3b_instruct_q5_k_s | llama32_3b_instruct_q5_k_xl | llama32_3b_instruct_q6_k | llama32_3b_instruct_q6_k_xl | llama32_3b_instruct_q8_0 | llama32_3b_instruct_q8_k_xl | meta-llama/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct-bnb-4bit | unsloth/Llama-3.2-3B-Instruct-unsloth-bnb-4bit,beruniy/Llama-3.2-3B-Instruct-Uz | bxod/Llama-3.2-1B-Instruct-uz | llama32_1b_instruct_bf16 | llama32_1b_instruct_f16 | llama32_1b_instruct_iq1_m | llama32_1b_instruct_iq1_s | llama32_1b_instruct_iq2_m | llama32_1b_instruct_iq2_xxs | llama32_1b_instruct_iq3_xxs | llama32_1b_instruct_iq4_nl | llama32_1b_instruct_iq4_xs | llama32_1b_instruct_q2_k | llama32_1b_instruct_q2_k_l | llama32_1b_instruct_q2_k_xl | llama32_1b_instruct_q3_k_m | llama32_1b_instruct_q3_k_s | llama32_1b_instruct_q3_k_xl | llama32_1b_instruct_q4_0 | llama32_1b_instruct_q4_1 | llama32_1b_instruct_q4_k_m | llama32_1b_instruct_q4_k_s | llama32_1b_instruct_q4_k_xl | llama32_1b_instruct_q5_k_m | llama32_1b_instruct_q5_k_s | llama32_1b_instruct_q5_k_xl | llama32_1b_instruct_q6_k | llama32_1b_instruct_q6_k_xl | llama32_1b_instruct_q8_0 | llama32_1b_instruct_q8_k_xl | llama32_3b_instruct_iq1_m | llama32_3b_instruct_iq1_s | meta-llama/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct-bnb-4bit | unsloth/Llama-3.2-1B-Instruct-unsloth-bnb-4bit
llama32_3b_instruct_q4_k_xl,meta-llama/Llama-3.2-3B-Instruct,Meta-Llama-3.2,30,30,66,1.0,0.454545,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404 | acon96/Home-Llama-3.2-3B | inference-net/Schematron-3B | llama32_3b_instruct_bf16 | llama32_3b_instruct_f16 | llama32_3b_instruct_iq2_m | llama32_3b_instruct_iq3_xxs | llama32_3b_instruct_iq4_nl | llama32_3b_instruct_iq4_xs | llama32_3b_instruct_q2_k | llama32_3b_instruct_q2_k_l | llama32_3b_instruct_q2_k_xl | llama32_3b_instruct_q3_k_m | llama32_3b_instruct_q3_k_s | llama32_3b_instruct_q3_k_xl | llama32_3b_instruct_q4_0 | llama32_3b_instruct_q4_1 | llama32_3b_instruct_q4_k_m | llama32_3b_instruct_q4_k_s | llama32_3b_instruct_q5_k_m | llama32_3b_instruct_q5_k_s | llama32_3b_instruct_q5_k_xl | llama32_3b_instruct_q6_k | llama32_3b_instruct_q6_k_xl | llama32_3b_instruct_q8_0 | llama32_3b_instruct_q8_k_xl | meta-llama/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct-bnb-4bit | unsloth/Llama-3.2-3B-Instruct-unsloth-bnb-4bit,beruniy/Llama-3.2-3B-Instruct-Uz | bxod/Llama-3.2-1B-Instruct-uz | llama32_1b_instruct_bf16 | llama32_1b_instruct_f16 | llama32_1b_instruct_iq1_m | llama32_1b_instruct_iq1_s | llama32_1b_instruct_iq2_m | llama32_1b_instruct_iq2_xxs | llama32_1b_instruct_iq3_xxs | llama32_1b_instruct_iq4_nl | llama32_1b_instruct_iq4_xs | llama32_1b_instruct_q2_k | llama32_1b_instruct_q2_k_l | llama32_1b_instruct_q2_k_xl | llama32_1b_instruct_q3_k_m | llama32_1b_instruct_q3_k_s | llama32_1b_instruct_q3_k_xl | llama32_1b_instruct_q4_0 | llama32_1b_instruct_q4_1 | llama32_1b_instruct_q4_k_m | llama32_1b_instruct_q4_k_s | llama32_1b_instruct_q4_k_xl | llama32_1b_instruct_q5_k_m | llama32_1b_instruct_q5_k_s | llama32_1b_instruct_q5_k_xl | llama32_1b_instruct_q6_k | llama32_1b_instruct_q6_k_xl | llama32_1b_instruct_q8_0 | llama32_1b_instruct_q8_k_xl | llama32_3b_instruct_iq1_m | llama32_3b_instruct_iq1_s | llama32_3b_instruct_iq2_xxs | meta-llama/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct-bnb-4bit | unsloth/Llama-3.2-1B-Instruct-unsloth-bnb-4bit
llama32_3b_instruct_q5_k_xl,meta-llama/Llama-3.2-3B-Instruct,Meta-Llama-3.2,31,31,66,1.0,0.469697,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404 | acon96/Home-Llama-3.2-3B | inference-net/Schematron-3B | llama32_3b_instruct_bf16 | llama32_3b_instruct_f16 | llama32_3b_instruct_iq2_m | llama32_3b_instruct_iq2_xxs | llama32_3b_instruct_iq3_xxs | llama32_3b_instruct_iq4_nl | llama32_3b_instruct_iq4_xs | llama32_3b_instruct_q2_k | llama32_3b_instruct_q2_k_l | llama32_3b_instruct_q2_k_xl | llama32_3b_instruct_q3_k_m | llama32_3b_instruct_q3_k_s | llama32_3b_instruct_q3_k_xl | llama32_3b_instruct_q4_0 | llama32_3b_instruct_q4_1 | llama32_3b_instruct_q4_k_m | llama32_3b_instruct_q4_k_s | llama32_3b_instruct_q4_k_xl | llama32_3b_instruct_q5_k_m | llama32_3b_instruct_q5_k_s | llama32_3b_instruct_q6_k | llama32_3b_instruct_q6_k_xl | llama32_3b_instruct_q8_0 | llama32_3b_instruct_q8_k_xl | meta-llama/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct-bnb-4bit | unsloth/Llama-3.2-3B-Instruct-unsloth-bnb-4bit,beruniy/Llama-3.2-3B-Instruct-Uz | bxod/Llama-3.2-1B-Instruct-uz | llama32_1b_instruct_bf16 | llama32_1b_instruct_f16 | llama32_1b_instruct_iq1_m | llama32_1b_instruct_iq1_s | llama32_1b_instruct_iq2_m | llama32_1b_instruct_iq2_xxs | llama32_1b_instruct_iq3_xxs | llama32_1b_instruct_iq4_nl | llama32_1b_instruct_iq4_xs | llama32_1b_instruct_q2_k | llama32_1b_instruct_q2_k_l | llama32_1b_instruct_q2_k_xl | llama32_1b_instruct_q3_k_m | llama32_1b_instruct_q3_k_s | llama32_1b_instruct_q3_k_xl | llama32_1b_instruct_q4_0 | llama32_1b_instruct_q4_1 | llama32_1b_instruct_q4_k_m | llama32_1b_instruct_q4_k_s | llama32_1b_instruct_q4_k_xl | llama32_1b_instruct_q5_k_m | llama32_1b_instruct_q5_k_s | llama32_1b_instruct_q5_k_xl | llama32_1b_instruct_q6_k | llama32_1b_instruct_q6_k_xl | llama32_1b_instruct_q8_0 | llama32_1b_instruct_q8_k_xl | llama32_3b_instruct_iq1_m | llama32_3b_instruct_iq1_s | meta-llama/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct | unsloth/Llama-3.2-1B-Instruct-bnb-4bit | unsloth/Llama-3.2-1B-Instruct-unsloth-bnb-4bit
