model,outlier,graph_distance
Qwen/Qwen3-4B-Base,Tesslate/WEBGEN-4B-Preview,11.0
Qwen/Qwen3-4B-Base,Qwen/Qwen2.5-1.5B,10.0
Qwen/Qwen3-4B-Base,unsloth/Qwen2.5-1.5B,11.0
Qwen/Qwen3-4B-Base,unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit,11.0
Qwen/Qwen3-4B-Base,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,10.0
Qwen/Qwen3-4B-Base,Qwen/Qwen3-4B-Thinking-2507-FP8,11.0
Qwen/Qwen3-4B-Base,Qwen/Qwen3-4B-Thinking-2507,10.0
Qwen/Qwen3-4B-Base,janhq/Jan-v1-4B,11.0
Qwen/Qwen3-4B-Base,Qwen/Qwen2.5-3B,10.0
Qwen/Qwen3-4B-Base,huihui-ai/Huihui-Jan-v1-4B-abliterated,12.0
Qwen/Qwen3-4B-Instruct-2507,beyoru/Luna,
Qwen/Qwen3-4B-Instruct-2507,Tesslate/WEBGEN-4B-Preview,1.0
Qwen/Qwen3-4B-Instruct-2507,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,10.0
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen3-4B-Thinking-2507,10.0
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen3-4B-Thinking-2507-FP8,11.0
Qwen/Qwen3-4B-Instruct-2507,janhq/Jan-v1-4B,11.0
Qwen/Qwen3-4B-Instruct-2507,huihui-ai/Huihui-Jan-v1-4B-abliterated,12.0
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen3-4B,11.0
Qwen/Qwen3-4B-Instruct-2507,Tesslate/UIGEN-X-4B-0729,12.0
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen2.5-3B,10.0
Qwen/Qwen3-4B-Instruct-2507,unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit,11.0
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen2.5-1.5B,10.0
Qwen/Qwen3-4B-Instruct-2507,unsloth/Qwen2.5-1.5B,11.0
Qwen/Qwen3-4B-Instruct-2507,unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit,12.0
Qwen/Qwen3-4B-Instruct-2507,unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit,12.0
Qwen/Qwen3-4B-Instruct-2507,Gensyn/Qwen2.5-1.5B-Instruct,11.0
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen2.5-1.5B-Instruct,11.0
Qwen/Qwen3-4B-Instruct-2507,unsloth/Qwen2.5-1.5B-Instruct,12.0
Qwen/Qwen3-4B-Instruct-2507,dnotitia/Smoothie-Qwen3-1.7B,12.0
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen2.5-3B-Instruct,11.0
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen2.5-Coder-7B,11.0
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen2.5-7B,10.0
Qwen/Qwen3-4B-Instruct-2507,fluently/FluentlyQwen3-1.7B,12.0
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen3-1.7B,11.0
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen2.5-Coder-0.5B,11.0
Qwen/Qwen3-4B-Instruct-2507,janhq/Jan-v1-edge,12.0
Qwen/Qwen3-4B-Instruct-2507,allura-org/Koto-Small-7B-PT,
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen2.5-Coder-1.5B,11.0
Qwen/Qwen3-4B-Instruct-2507,DeepHat/DeepHat-V1-7B,12.0
Qwen/Qwen3-4B-Instruct-2507,XiaomiMiMo/MiMo-7B-Base,
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen3-0.6B,11.0
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen2.5-0.5B,10.0
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen3-0.6B-Base,10.0
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen2-7B,10.0
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen2.5-Coder-7B-Instruct,12.0
Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen2.5-7B-Instruct-1M,11.0
Qwen/Qwen3-4B-Instruct-2507,PowerInfer/SmallThinker-3B-Preview,12.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen3-4B-Thinking-2507-FP8,1.0
Qwen/Qwen3-4B-Thinking-2507,janhq/Jan-v1-4B,1.0
Qwen/Qwen3-4B-Thinking-2507,huihui-ai/Huihui-Jan-v1-4B-abliterated,2.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen3-4B-Instruct-2507,10.0
Qwen/Qwen3-4B-Thinking-2507,beyoru/Luna,
Qwen/Qwen3-4B-Thinking-2507,Tesslate/WEBGEN-4B-Preview,11.0
Qwen/Qwen3-4B-Thinking-2507,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,10.0
Qwen/Qwen3-4B-Thinking-2507,Tesslate/UIGEN-X-4B-0729,12.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen3-4B,11.0
Qwen/Qwen3-4B-Thinking-2507,unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit,11.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen2.5-3B,10.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen2.5-1.5B,10.0
Qwen/Qwen3-4B-Thinking-2507,unsloth/Qwen2.5-1.5B,11.0
Qwen/Qwen3-4B-Thinking-2507,unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit,12.0
Qwen/Qwen3-4B-Thinking-2507,unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit,12.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen2.5-7B,10.0
Qwen/Qwen3-4B-Thinking-2507,fluently/FluentlyQwen3-1.7B,12.0
Qwen/Qwen3-4B-Thinking-2507,Gensyn/Qwen2.5-1.5B-Instruct,11.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen2.5-1.5B-Instruct,11.0
Qwen/Qwen3-4B-Thinking-2507,unsloth/Qwen2.5-1.5B-Instruct,12.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen2.5-Coder-7B,11.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen3-1.7B,11.0
Qwen/Qwen3-4B-Thinking-2507,janhq/Jan-v1-edge,12.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen2.5-3B-Instruct,11.0
Qwen/Qwen3-4B-Thinking-2507,dnotitia/Smoothie-Qwen3-1.7B,12.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen2.5-Coder-7B-Instruct,12.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen2.5-7B-Instruct-1M,11.0
Qwen/Qwen3-4B-Thinking-2507,XiaomiMiMo/MiMo-7B-Base,
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen3-0.6B,11.0
Qwen/Qwen3-4B-Thinking-2507,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,11.0
Qwen/Qwen3-4B-Thinking-2507,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,12.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen2.5-Coder-1.5B,11.0
Qwen/Qwen3-4B-Thinking-2507,arcee-ai/Meraj-Mini,12.0
Qwen/Qwen3-4B-Thinking-2507,allura-org/Koto-Small-7B-PT,
Qwen/Qwen3-4B-Thinking-2507,nvidia/OpenCodeReasoning-Nemotron-7B,12.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen2.5-0.5B,10.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen2.5-Coder-1.5B-Instruct,12.0
Qwen/Qwen3-4B-Thinking-2507,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,12.0
Qwen/Qwen3-4B-Thinking-2507,abocide/Qwen2.5-7B-Instruct-R1-forfinance,12.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen2-7B,10.0
Qwen/Qwen3-4B-Thinking-2507,DeepHat/DeepHat-V1-7B,12.0
Qwen/Qwen3-4B-Thinking-2507,Jurema-br/Jurema-7B,12.0
Qwen/Qwen3-4B-Thinking-2507,Gensyn/Qwen2.5-7B-Instruct,12.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen2.5-7B-Instruct,11.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen3-1.7B-Base,10.0
Qwen/Qwen3-4B-Thinking-2507,Qwen/Qwen2.5-Coder-0.5B,11.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen3-4B-Thinking-2507,1.0
Qwen/Qwen3-4B-Thinking-2507-FP8,janhq/Jan-v1-4B,2.0
Qwen/Qwen3-4B-Thinking-2507-FP8,huihui-ai/Huihui-Jan-v1-4B-abliterated,3.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen3-4B-Instruct-2507,11.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Tesslate/WEBGEN-4B-Preview,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,beyoru/Luna,
Qwen/Qwen3-4B-Thinking-2507-FP8,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,11.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen3-4B,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Tesslate/UIGEN-X-4B-0729,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2.5-3B-Instruct,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2.5-3B,11.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen3-0.6B,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen3-0.6B-Base,11.0
Qwen/Qwen3-4B-Thinking-2507-FP8,PowerInfer/SmallThinker-3B-Preview,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,fluently/FluentlyQwen3-1.7B,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,janhq/Jan-v1-edge,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen3-1.7B,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Gensyn/Qwen2.5-1.5B-Instruct,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2.5-1.5B-Instruct,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,unsloth/Qwen2.5-1.5B-Instruct,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2.5-1.5B,11.0
Qwen/Qwen3-4B-Thinking-2507-FP8,unsloth/Qwen2.5-1.5B,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2.5-7B,11.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2.5-Coder-7B,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2.5-Coder-0.5B,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,nvidia/OpenReasoning-Nemotron-1.5B,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2.5-7B-Instruct-1M,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2.5-0.5B,11.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2.5-0.5B-Instruct,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,unsloth/Qwen2.5-0.5B-Instruct,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,dnotitia/Smoothie-Qwen3-1.7B,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2-7B,11.0
Qwen/Qwen3-4B-Thinking-2507-FP8,nvidia/OpenCodeReasoning-Nemotron-7B,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2.5-Coder-1.5B,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2-0.5B-Instruct,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2-7B-Instruct,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,XiaomiMiMo/MiMo-7B-Base,
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2.5-Coder-1.5B-Instruct,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,arcee-ai/Meraj-Mini,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2-0.5B,11.0
Qwen/Qwen3-4B-Thinking-2507-FP8,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2.5-Coder-0.5B-Instruct,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,allura-org/Koto-Small-7B-PT,
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2.5-Coder-7B-Instruct,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,abocide/Qwen2.5-7B-Instruct-R1-forfinance,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Gensyn/Qwen2.5-7B-Instruct,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Qwen/Qwen2.5-7B-Instruct,12.0
Qwen/Qwen3-4B-Thinking-2507-FP8,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,Jurema-br/Jurema-7B,13.0
Qwen/Qwen3-4B-Thinking-2507-FP8,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,13.0
S4nfs/Neeto-1.0-8b,meta-llama/Llama-3.1-8B,
S4nfs/Neeto-1.0-8b,unsloth/Llama-3.1-8B,
S4nfs/Neeto-1.0-8b,allenai/Llama-3.1-Tulu-3-8B-SFT,
S4nfs/Neeto-1.0-8b,aisingapore/Llama-SEA-LION-v3-8B,
S4nfs/Neeto-1.0-8b,gradientai/Llama-3-8B-Instruct-262k,
SakanaAI/TinySwallow-1.5B,Qwen/Qwen3-4B-Base,12.0
SakanaAI/TinySwallow-1.5B,Qwen/Qwen3-1.7B-Base,12.0
SakanaAI/TinySwallow-1.5B,XiaomiMiMo/MiMo-7B-Base,
SakanaAI/TinySwallow-1.5B,Qwen/Qwen2.5-Coder-1.5B,3.0
SakanaAI/TinySwallow-1.5B,Qwen/Qwen2.5-1.5B,2.0
SakanaAI/TinySwallow-1.5B,unsloth/Qwen2.5-1.5B,3.0
SakanaAI/TinySwallow-1.5B,unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit,3.0
SakanaAI/TinySwallow-1.5B,Qwen/Qwen2.5-3B,12.0
SakanaAI/TinySwallow-1.5B,Qwen/Qwen2.5-Coder-0.5B,13.0
SakanaAI/TinySwallow-1.5B,meta-llama/Llama-3.1-8B,
SakanaAI/TinySwallow-1.5B,unsloth/Llama-3.1-8B,
SakanaAI/TinySwallow-1.5B,allenai/Llama-3.1-Tulu-3-8B-SFT,
SakanaAI/TinySwallow-1.5B,aisingapore/Llama-SEA-LION-v3-8B,
SakanaAI/TinySwallow-1.5B,dphn/Dolphin3.0-Llama3.1-8B,
SciPhi/SciPhi-Mistral-7B-32k,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,10.0
SciPhi/SciPhi-Mistral-7B-32k,mistralai/Mistral-7B-v0.1,10.0
SciPhi/SciPhi-Mistral-7B-32k,shadowml/WestBeagle-7B,
SciPhi/SciPhi-Mistral-7B-32k,shadowml/BeagleSempra-7B,
SciPhi/SciPhi-Mistral-7B-32k,shadowml/BeagSake-7B,
SciPhi/SciPhi-Mistral-7B-32k,mlabonne/Beagle14-7B,
SciPhi/SciPhi-Mistral-7B-32k,Nexusflow/Starling-LM-7B-beta,
SciPhi/SciPhi-Mistral-7B-32k,Intel/neural-chat-7b-v3-3,12.0
SciPhi/SciPhi-Mistral-7B-32k,mlabonne/NeuralBeagle14-7B,
SciPhi/SciPhi-Mistral-7B-32k,berkeley-nest/Starling-LM-7B-alpha,
SciPhi/SciPhi-Mistral-7B-32k,Intel/neural-chat-7b-v3-1,11.0
SciPhi/SciPhi-Mistral-7B-32k,fblgit/UNA-TheBeagle-7b-v1,
SciPhi/SciPhi-Mistral-7B-32k,AiMavenAi/AiMaven-Prometheus,
SciPhi/SciPhi-Mistral-7B-32k,flemmingmiguel/MBX-7B-v3,
SciPhi/SciPhi-Mistral-7B-32k,FelixChao/Sectumsempra-7B-DPO,
SciPhi/SciPhi-Mistral-7B-32k,argilla/distilabeled-Marcoro14-7B-slerp,
SciPhi/SciPhi-Mistral-7B-32k,mlabonne/OmniBeagle-7B,
SciPhi/SciPhi-Mistral-7B-32k,mlabonne/Marcoro14-7B-slerp,
SciPhi/SciPhi-Mistral-7B-32k,bardsai/jaskier-7b-dpo-v5.6,
SciPhi/SciPhi-Mistral-7B-32k,CultriX/NeuralTrix-7B-dpo,
SciPhi/SciPhi-Mistral-7B-32k,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,
SciPhi/SciPhi-Mistral-7B-32k,kevin009/llamaRAGdrama,
SciPhi/SciPhi-Mistral-7B-32k,CorticalStack/pastiche-crown-clown-7b-dare,
SciPhi/SciPhi-Mistral-7B-32k,CultriX/NeuralTrix-bf16,
SciPhi/SciPhi-Mistral-7B-32k,CorticalStack/pastiche-crown-clown-7b-dare-dpo,
SciPhi/SciPhi-Mistral-7B-32k,mistralai/Mistral-7B-Instruct-v0.1,11.0
SciPhi/SciPhi-Mistral-7B-32k,BioMistral/BioMistral-7B-DARE,11.0
SciPhi/SciPhi-Mistral-7B-32k,HuggingFaceH4/zephyr-7b-beta,11.0
SciPhi/SciPhi-Mistral-7B-32k,dicta-il/dictalm2.0,
SciPhi/SciPhi-Mistral-7B-32k,Biomimicry-AI/ANIMA-Nectar-v2,
SciPhi/SciPhi-Mistral-7B-32k,BioMistral/BioMistral-7B,10.0
SciPhi/SciPhi-Mistral-7B-32k,adamo1139/Apertus-8B-Instruct-2509-ungated,
SciPhi/SciPhi-Mistral-7B-32k,bigscience/bloom-560m,
SciPhi/SciPhi-Mistral-7B-32k,bigscience/bloomz-1b1,
SciPhi/SciPhi-Mistral-7B-32k,bigscience/bloomz-1b7,
SciPhi/SciPhi-Mistral-7B-32k,bigscience/bloomz-560m,
SciPhi/SciPhi-Mistral-7B-32k,chatitcloud/UZI1,
SciPhi/SciPhi-Mistral-7B-32k,google/gemma-3-1b-pt,
SciPhi/SciPhi-Mistral-7B-32k,google/gemma-3-270m,
SciPhi/SciPhi-Mistral-7B-32k,google/gemma-3-4b-it,
SciPhi/SciPhi-Mistral-7B-32k,google/gemma-3-4b-pt,
SciPhi/SciPhi-Mistral-7B-32k,nvidia/Llama-3.1-8B-Instruct-FP8,
SciPhi/SciPhi-Mistral-7B-32k,swiss-ai/Apertus-8B-2509,
SciPhi/SciPhi-Mistral-7B-32k,AdaptLLM/medicine-LLM,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,SciPhi/SciPhi-Mistral-7B-32k,10.0
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,mlabonne/Marcoro14-7B-slerp,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,argilla/distilabeled-Marcoro14-7B-slerp,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,mlabonne/Beagle14-7B,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,mlabonne/NeuralBeagle14-7B,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,shadowml/WestBeagle-7B,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,shadowml/BeagSake-7B,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,shadowml/BeagleSempra-7B,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,Nexusflow/Starling-LM-7B-beta,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,mistralai/Mistral-7B-v0.1,10.0
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,fblgit/UNA-TheBeagle-7b-v1,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,AiMavenAi/AiMaven-Prometheus,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,flemmingmiguel/MBX-7B-v3,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,FelixChao/Sectumsempra-7B-DPO,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,mlabonne/OmniBeagle-7B,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,berkeley-nest/Starling-LM-7B-alpha,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,kevin009/llamaRAGdrama,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,CorticalStack/pastiche-crown-clown-7b-dare,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,bardsai/jaskier-7b-dpo-v5.6,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,CorticalStack/pastiche-crown-clown-7b-dare-dpo,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,CultriX/NeuralTrix-7B-dpo,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,CultriX/NeuralTrix-bf16,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,Intel/neural-chat-7b-v3-3,12.0
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,HuggingFaceH4/zephyr-7b-beta,11.0
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,Intel/neural-chat-7b-v3-1,11.0
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,mistralai/Mistral-7B-Instruct-v0.1,11.0
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,BioMistral/BioMistral-7B-DARE,11.0
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,BioMistral/BioMistral-7B,10.0
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,dicta-il/dictalm2.0,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,Biomimicry-AI/ANIMA-Nectar-v2,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,PharMolix/BioMedGPT-LM-7B,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,deepseek-ai/deepseek-coder-1.3b-base,
SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,lmsys/vicuna-7b-v1.5,
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen3-4B,1.0
Tesslate/UIGEN-X-4B-0729,huihui-ai/Huihui-Jan-v1-4B-abliterated,14.0
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen3-4B-Thinking-2507,12.0
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen3-4B-Thinking-2507-FP8,13.0
Tesslate/UIGEN-X-4B-0729,janhq/Jan-v1-4B,13.0
Tesslate/UIGEN-X-4B-0729,Tesslate/WEBGEN-4B-Preview,13.0
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen3-4B-Instruct-2507,12.0
Tesslate/UIGEN-X-4B-0729,beyoru/Luna,
Tesslate/UIGEN-X-4B-0729,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,12.0
Tesslate/UIGEN-X-4B-0729,fluently/FluentlyQwen3-1.7B,14.0
Tesslate/UIGEN-X-4B-0729,janhq/Jan-v1-edge,14.0
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen3-1.7B,13.0
Tesslate/UIGEN-X-4B-0729,PowerInfer/SmallThinker-3B-Preview,14.0
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen3-0.6B,13.0
Tesslate/UIGEN-X-4B-0729,dnotitia/Smoothie-Qwen3-1.7B,14.0
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen2.5-Coder-7B-Instruct,14.0
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen2.5-3B-Instruct,13.0
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen2.5-Coder-1.5B-Instruct,14.0
Tesslate/UIGEN-X-4B-0729,unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit,14.0
Tesslate/UIGEN-X-4B-0729,DeepHat/DeepHat-V1-7B,14.0
Tesslate/UIGEN-X-4B-0729,unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit,14.0
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen3-0.6B-Base,12.0
Tesslate/UIGEN-X-4B-0729,Gensyn/Qwen2.5-1.5B-Instruct,13.0
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen2.5-1.5B-Instruct,13.0
Tesslate/UIGEN-X-4B-0729,unsloth/Qwen2.5-1.5B-Instruct,14.0
Tesslate/UIGEN-X-4B-0729,continuedev/instinct,14.0
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen2.5-0.5B-Instruct,13.0
Tesslate/UIGEN-X-4B-0729,unsloth/Qwen2.5-0.5B-Instruct,14.0
Tesslate/UIGEN-X-4B-0729,unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit,14.0
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen2.5-Coder-0.5B-Instruct,14.0
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen2.5-3B,12.0
Tesslate/UIGEN-X-4B-0729,nvidia/OpenReasoning-Nemotron-1.5B,13.0
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen2.5-Coder-7B,13.0
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen2.5-Math-7B,13.0
Tesslate/UIGEN-X-4B-0729,nvidia/OpenCodeReasoning-Nemotron-7B,14.0
Tesslate/UIGEN-X-4B-0729,Qwen/Qwen2-0.5B,12.0
Tesslate/UIGEN-X-4B-0729,unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit,13.0
Tesslate/UIGEN-X-4B-0729,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,14.0
Tesslate/UIGEN-X-4B-0729,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,12.0
Tesslate/WEBGEN-4B-Preview,Qwen/Qwen3-4B-Instruct-2507,1.0
Tesslate/WEBGEN-4B-Preview,beyoru/Luna,
Tesslate/WEBGEN-4B-Preview,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,11.0
Tesslate/WEBGEN-4B-Preview,Qwen/Qwen3-4B-Thinking-2507,11.0
Tesslate/WEBGEN-4B-Preview,janhq/Jan-v1-4B,12.0
Tesslate/WEBGEN-4B-Preview,Qwen/Qwen3-4B-Thinking-2507-FP8,12.0
Tesslate/WEBGEN-4B-Preview,huihui-ai/Huihui-Jan-v1-4B-abliterated,13.0
Tesslate/WEBGEN-4B-Preview,Qwen/Qwen3-4B,12.0
Tesslate/WEBGEN-4B-Preview,Tesslate/UIGEN-X-4B-0729,13.0
Tesslate/WEBGEN-4B-Preview,Qwen/Qwen2.5-3B,11.0
Tesslate/WEBGEN-4B-Preview,Qwen/Qwen2.5-3B-Instruct,12.0
Tesslate/WEBGEN-4B-Preview,Qwen/Qwen2.5-Coder-7B,12.0
Tesslate/WEBGEN-4B-Preview,Qwen/Qwen2.5-1.5B,11.0
